RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3,RI:ICD3,PK3,RI:ICD3,RI,RI,RI,RI,RI,RI,RI,RI,RI,RI
Device or Header,Prog BPs (1),Data BPs (1),Data BP Access,Tuples (ANDed BPs),Sequenced BPs,Range BPs,Table R/W BPs,Pass Counter,Clock Switch Break,Sleep Wake Break,Stack Over/Under Break,WDT Timeout Break,Stopwatch,Debug Reads,Stack Snapshot,Runtime BPs,SW BPs,PTG Support,App IO,Data Capture (1),Runtime Watch (1),Native Trace,Port Trace,SPI Trace,Instruction Trace,PC Profiling,PC Sampling,FLP,Jump Trace
dsPIC33CH128MP506,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH128MP506S1,1 + 2SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH128MP508,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH128MP508S1,1 + 2SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH256MP205,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH256MP205S1,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH256MP206,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH256MP206S1,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH256MP208,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH256MP208S1,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH256MP505,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH256MP505S1,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH256MP506,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH256MP506S1,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH256MP508,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH256MP508S1,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH512MP205,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH512MP205S1,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH512MP206,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH512MP206S1,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH512MP208,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH512MP208S1,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH512MP505,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH512MP505S1,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH512MP506,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH512MP506S1,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH512MP508,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH512MP508S1,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH64MP202,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH64MP202S1,1 + 2SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH64MP203,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH64MP203S1,1 + 2SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH64MP205,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH64MP205S1,1 + 2SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH64MP206,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH64MP206S1,1 + 2SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH64MP208,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH64MP208S1,1 + 2SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH64MP502,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH64MP502S1,1 + 2SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH64MP503,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH64MP503S1,1 + 2SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH64MP505,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH64MP505S1,1 + 2SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH64MP506,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH64MP506S1,1 + 2SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH64MP508,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CH64MP508S1,1 + 2SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK128MP202,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK128MP203,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK128MP205,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK128MP206,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK128MP208,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK128MP502,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK128MP503,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK128MP505,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK128MP506,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK128MP508,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK256MP202,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK256MP203,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK256MP205,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK256MP206,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK256MP208,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK256MP502,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK256MP503,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK256MP505,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK256MP506,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK256MP508,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK32MP102,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
