ICE4:ICD5:ICD4:PK5:PK4:Snap:AI,ICE4:ICD5:ICD4:PK5:PK4:Snap:AI,ICE4:ICD5:ICD4:PK5:PK4:Snap:AI,ICE4:ICD5:ICD4:PK5:PK4:Snap:AI,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5
Device,Prog BPs (1),Data BPs (1),Data BP Access,Tuples (ANDed BPs),Sequenced BPs,Range BPs,Table R/W BPs,Pass Counter,Clock Switch Break,Sleep Wake Break,Stack Over/Under Break,WDT Timeout Break,Stopwatch,Debug Reads,Runtime BPs,SW BPs,Live Connect,Data Capture (1),Runtime Watch (1),Native Trace,Port Trace,SPI Trace,ITM/SWO,PIC32 Instruction Trace,PC Profiling,PC Sampling
PIC16F505,1:ICE4-1:ICD5-1:ICD4-1:PK5-1:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC16F527,1:ICE4-1:ICD5-1:ICD4-1:PK5-1:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC16F570,1:ICE4-1:ICD5-1:ICD4-1:PK5-1:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC16F627,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC16F628,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC16F636,1:ICE4-1:ICD5-1:ICD4-1:PK5-1:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC16F639,1:ICE4-1:ICD5-1:ICD4-1:PK5-1:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC16F684,1:ICE4-1:ICD5-1:ICD4-1:PK5-1:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC16F688,1:ICE4-1:ICD5-1:ICD4-1:PK5-1:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC16F707,1:ICE4-1:ICD5-1:ICD4-1:PK5-1:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC16F716,1:ICE4-1:ICD5-1:ICD4-1:PK5-1:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC16F720,1:ICE4-1:ICD5-1:ICD4-1:PK5-1:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC16F721,1:ICE4-1:ICD5-1:ICD4-1:PK5-1:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC16F722,1:ICE4-1:ICD5-1:ICD4-1:PK5-1:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC16F722A,1:ICE4-1:ICD5-1:ICD4-1:PK5-1:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC16F723,1:ICE4-1:ICD5-1:ICD4-1:PK5-1:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC16F723A,1:ICE4-1:ICD5-1:ICD4-1:PK5-1:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC16F724,1:ICE4-1:ICD5-1:ICD4-1:PK5-1:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC16F726,1:ICE4-1:ICD5-1:ICD4-1:PK5-1:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
